InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540426,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-09-30 13:00:00,2.95,12766,UK
540426,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,7,2023-09-30 13:00:00,0.55,12766,UK
540426,PROD_008,ROSES REGENCY TEACUP AND SAUCER,9,2023-09-30 13:00:00,5.95,12766,UK
540427,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,7,2023-01-25 13:00:00,2.95,14681,Australia
540427,PROD_002,REGENCY CAKESTAND 3 TIER,3,2023-01-25 13:00:00,12.75,14681,France
540428,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-10-15 13:00:00,3.75,13484,UK
540428,PROD_012,PAPK OF 12 VINTAGE TICKETS,2,2023-10-15 13:00:00,0.85,13484,Australia
540429,PROD_015,SMALL POPCORN HOLDER,9,2023-09-05 16:00:00,1.25,18417,UK
540430,PROD_007,SET OF 3 REGENCY TEA TOWELS,6,2023-07-31 15:00:00,3.25,18552,UK
540431,PROD_003,JUMBO BAG RED RETROSPOT,6,2023-03-09 12:00:00,1.85,18250,USA
540431,PROD_016,SET OF 4 KNICK KNACK TINS,4,2023-03-09 12:00:00,5.95,18250,UK
540432,PROD_008,ROSES REGENCY TEACUP AND SAUCER,7,2023-07-21 16:00:00,5.95,17785,France
540432,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,6,2023-07-21 16:00:00,1.69,17785,USA
540433,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,6,2023-03-17 17:00:00,2.1,13368,USA
540433,PROD_001,SET OF 6 SPACEBOY CD,7,2023-03-17 17:00:00,3.95,13368,UK
540433,PROD_001,SET OF 6 SPACEBOY CD,9,2023-03-17 17:00:00,3.95,13368,Germany
540434,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,7,2023-07-26 15:00:00,0.55,17658,Australia
540434,PROD_002,REGENCY CAKESTAND 3 TIER,5,2023-07-26 15:00:00,12.75,17658,Australia
540434,PROD_003,JUMBO BAG RED RETROSPOT,3,2023-07-26 15:00:00,1.85,17658,France
540435,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,9,2023-12-31 08:00:00,0.55,14806,UK
540435,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,3,2023-12-31 08:00:00,0.55,14806,UK
540436,PROD_019,STRAWBERRY SHOPPING TROLLEY,3,2023-05-07 17:00:00,2.95,13910,UK
540436,PROD_001,SET OF 6 SPACEBOY CD,3,2023-05-07 17:00:00,3.95,13910,UK
540437,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,9,2023-01-15 12:00:00,0.55,14596,UK
540437,PROD_002,REGENCY CAKESTAND 3 TIER,1,2023-01-15 12:00:00,12.75,14596,UK
540437,PROD_001,SET OF 6 SPACEBOY CD,9,2023-01-15 12:00:00,3.95,14596,UK
540438,PROD_001,SET OF 6 SPACEBOY CD,6,2023-04-03 10:00:00,3.95,15861,France
540438,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-04-03 10:00:00,2.95,15861,USA
540438,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,5,2023-04-03 10:00:00,1.69,15861,UK
540439,PROD_017,SET OF 4 PANTRY JARS,9,2023-12-29 17:00:00,6.35,12830,UK
540439,PROD_012,PAPK OF 12 VINTAGE TICKETS,3,2023-12-29 17:00:00,0.85,12830,Germany
540439,PROD_004,LUNCH BAG VINTAGE DOILY,7,2023-12-29 17:00:00,1.65,12830,UK
540439,PROD_012,PAPK OF 12 VINTAGE TICKETS,2,2023-12-29 17:00:00,0.85,12830,UK
540440,PROD_019,STRAWBERRY SHOPPING TROLLEY,6,2023-06-17 17:00:00,2.95,13263,France
540440,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,6,2023-06-17 17:00:00,2.1,13263,UK
540440,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,5,2023-06-17 17:00:00,2.1,13263,UK
540440,PROD_017,SET OF 4 PANTRY JARS,3,2023-06-17 17:00:00,6.35,13263,USA
540440,PROD_014,WOODEN PICTURE FRAME WHITE,8,2023-06-17 17:00:00,4.5,13263,Germany
540441,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,6,2023-04-04 17:00:00,1.69,15992,Germany
540441,PROD_018,HEART OF WICKER SMALL,5,2023-04-04 17:00:00,1.25,15992,Germany
540441,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,2,2023-04-04 17:00:00,0.55,15992,Germany
540441,PROD_007,SET OF 3 REGENCY TEA TOWELS,9,2023-04-04 17:00:00,3.25,15992,Germany
540441,PROD_004,LUNCH BAG VINTAGE DOILY,9,2023-04-04 17:00:00,1.65,15992,France
540442,PROD_015,SMALL POPCORN HOLDER,6,2023-03-02 12:00:00,1.25,12351,UK
540442,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,3,2023-03-02 12:00:00,1.69,12351,UK
540442,PROD_008,ROSES REGENCY TEACUP AND SAUCER,5,2023-03-02 12:00:00,5.95,12351,UK
540443,PROD_010,ALARM CLOCK BAKELIKE RED,8,2023-04-05 09:00:00,3.75,15742,UK
540443,PROD_011,ALARM CLOCK BAKELIKE GREEN,7,2023-04-05 09:00:00,3.75,15742,UK
540443,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,5,2023-04-05 09:00:00,1.69,15742,UK
540444,PROD_014,WOODEN PICTURE FRAME WHITE,8,2023-04-25 11:00:00,4.5,13567,USA
540444,PROD_016,SET OF 4 KNICK KNACK TINS,9,2023-04-25 11:00:00,5.95,13567,UK
540444,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-04-25 11:00:00,2.95,13567,Germany
540444,PROD_014,WOODEN PICTURE FRAME WHITE,3,2023-04-25 11:00:00,4.5,13567,UK
540444,PROD_015,SMALL POPCORN HOLDER,3,2023-04-25 11:00:00,1.25,13567,UK
540445,PROD_009,SET OF 2 TEA TOWELS,3,2023-08-13 12:00:00,2.5,14007,UK
540445,PROD_007,SET OF 3 REGENCY TEA TOWELS,3,2023-08-13 12:00:00,3.25,14007,France
540445,PROD_011,ALARM CLOCK BAKELIKE GREEN,4,2023-08-13 12:00:00,3.75,14007,UK
540446,PROD_004,LUNCH BAG VINTAGE DOILY,1,2023-12-14 09:00:00,1.65,13287,Germany
540446,PROD_011,ALARM CLOCK BAKELIKE GREEN,5,2023-12-14 09:00:00,3.75,13287,Germany
540446,PROD_003,JUMBO BAG RED RETROSPOT,5,2023-12-14 09:00:00,1.85,13287,UK
540446,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,5,2023-12-14 09:00:00,2.1,13287,USA
540447,PROD_015,SMALL POPCORN HOLDER,7,2023-08-23 13:00:00,1.25,18686,UK
540447,PROD_012,PAPK OF 12 VINTAGE TICKETS,5,2023-08-23 13:00:00,0.85,18686,USA
540448,PROD_009,SET OF 2 TEA TOWELS,6,2023-03-08 09:00:00,2.5,16228,USA
540448,PROD_007,SET OF 3 REGENCY TEA TOWELS,2,2023-03-08 09:00:00,3.25,16228,UK
540448,PROD_014,WOODEN PICTURE FRAME WHITE,9,2023-03-08 09:00:00,4.5,16228,UK
540448,PROD_015,SMALL POPCORN HOLDER,1,2023-03-08 09:00:00,1.25,16228,Germany
540448,PROD_016,SET OF 4 KNICK KNACK TINS,8,2023-03-08 09:00:00,5.95,16228,France
540449,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,7,2023-12-24 08:00:00,2.1,17204,France
540449,PROD_003,JUMBO BAG RED RETROSPOT,6,2023-12-24 08:00:00,1.85,17204,Australia
540449,PROD_003,JUMBO BAG RED RETROSPOT,1,2023-12-24 08:00:00,1.85,17204,UK
540450,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,7,2023-03-04 12:00:00,2.95,18485,UK
540450,PROD_002,REGENCY CAKESTAND 3 TIER,9,2023-03-04 12:00:00,12.75,18485,UK
540451,PROD_011,ALARM CLOCK BAKELIKE GREEN,7,2023-11-24 09:00:00,3.75,14291,USA
540452,PROD_001,SET OF 6 SPACEBOY CD,5,2023-01-16 16:00:00,3.95,17821,UK
540453,PROD_012,PAPK OF 12 VINTAGE TICKETS,3,2023-08-07 08:00:00,0.85,16361,UK
540453,PROD_018,HEART OF WICKER SMALL,3,2023-08-07 08:00:00,1.25,16361,UK
540453,PROD_002,REGENCY CAKESTAND 3 TIER,8,2023-08-07 08:00:00,12.75,16361,Germany
540454,PROD_007,SET OF 3 REGENCY TEA TOWELS,7,2023-02-14 11:00:00,3.25,17140,UK
540454,PROD_001,SET OF 6 SPACEBOY CD,5,2023-02-14 11:00:00,3.95,17140,Germany
540455,PROD_010,ALARM CLOCK BAKELIKE RED,5,2023-03-12 13:00:00,3.75,15459,UK
540455,PROD_001,SET OF 6 SPACEBOY CD,3,2023-03-12 13:00:00,3.95,15459,France
540455,PROD_007,SET OF 3 REGENCY TEA TOWELS,1,2023-03-12 13:00:00,3.25,15459,UK
540455,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,1,2023-03-12 13:00:00,0.55,15459,UK
540455,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,6,2023-03-12 13:00:00,1.69,15459,UK
540456,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,3,2023-11-26 14:00:00,0.55,15664,France
540457,PROD_002,REGENCY CAKESTAND 3 TIER,3,2023-10-09 12:00:00,12.75,17609,France
540458,PROD_010,ALARM CLOCK BAKELIKE RED,1,2023-08-30 08:00:00,3.75,16181,UK
540458,PROD_011,ALARM CLOCK BAKELIKE GREEN,8,2023-08-30 08:00:00,3.75,16181,France
540458,PROD_002,REGENCY CAKESTAND 3 TIER,3,2023-08-30 08:00:00,12.75,16181,UK
540458,PROD_001,SET OF 6 SPACEBOY CD,9,2023-08-30 08:00:00,3.95,16181,Germany
540458,PROD_004,LUNCH BAG VINTAGE DOILY,7,2023-08-30 08:00:00,1.65,16181,Australia
540459,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,4,2023-12-24 10:00:00,0.55,16076,USA
540459,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-12-24 10:00:00,12.75,16076,France
540460,PROD_008,ROSES REGENCY TEACUP AND SAUCER,6,2023-07-20 10:00:00,5.95,15330,USA
540460,PROD_001,SET OF 6 SPACEBOY CD,7,2023-07-20 10:00:00,3.95,15330,UK
540461,PROD_014,WOODEN PICTURE FRAME WHITE,8,2023-12-22 14:00:00,4.5,16670,Australia
540461,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,1,2023-12-22 14:00:00,0.55,16670,Germany
540461,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,1,2023-12-22 14:00:00,0.55,16670,UK
540462,PROD_017,SET OF 4 PANTRY JARS,7,2023-01-07 10:00:00,6.35,16436,UK
540462,PROD_015,SMALL POPCORN HOLDER,1,2023-01-07 10:00:00,1.25,16436,UK
540463,PROD_019,STRAWBERRY SHOPPING TROLLEY,1,2023-08-12 16:00:00,2.95,13302,UK
540463,PROD_002,REGENCY CAKESTAND 3 TIER,9,2023-08-12 16:00:00,12.75,13302,UK
540463,PROD_004,LUNCH BAG VINTAGE DOILY,7,2023-08-12 16:00:00,1.65,13302,Australia
540463,PROD_001,SET OF 6 SPACEBOY CD,2,2023-08-12 16:00:00,3.95,13302,UK
540463,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,2,2023-08-12 16:00:00,1.69,13302,Australia
540464,PROD_017,SET OF 4 PANTRY JARS,9,2023-10-31 08:00:00,6.35,17136,Australia
540464,PROD_014,WOODEN PICTURE FRAME WHITE,7,2023-10-31 08:00:00,4.5,17136,UK
540465,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,8,2023-09-17 17:00:00,1.69,15778,UK
540465,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-09-17 17:00:00,2.95,15778,UK
540465,PROD_010,ALARM CLOCK BAKELIKE RED,4,2023-09-17 17:00:00,3.75,15778,UK
540465,PROD_015,SMALL POPCORN HOLDER,9,2023-09-17 17:00:00,1.25,15778,UK
540466,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,8,2023-08-16 14:00:00,1.69,17939,UK
540466,PROD_018,HEART OF WICKER SMALL,7,2023-08-16 14:00:00,1.25,17939,UK
540467,PROD_019,STRAWBERRY SHOPPING TROLLEY,1,2023-09-01 10:00:00,2.95,15386,Germany
540467,PROD_007,SET OF 3 REGENCY TEA TOWELS,1,2023-09-01 10:00:00,3.25,15386,UK
540467,PROD_002,REGENCY CAKESTAND 3 TIER,2,2023-09-01 10:00:00,12.75,15386,UK
540468,PROD_016,SET OF 4 KNICK KNACK TINS,8,2023-01-03 08:00:00,5.95,16335,France
540468,PROD_018,HEART OF WICKER SMALL,9,2023-01-03 08:00:00,1.25,16335,UK
540468,PROD_004,LUNCH BAG VINTAGE DOILY,5,2023-01-03 08:00:00,1.65,16335,Germany
540469,PROD_016,SET OF 4 KNICK KNACK TINS,3,2023-12-07 13:00:00,5.95,18256,UK
540470,PROD_011,ALARM CLOCK BAKELIKE GREEN,2,2023-07-13 11:00:00,3.75,12689,France
540470,PROD_010,ALARM CLOCK BAKELIKE RED,6,2023-07-13 11:00:00,3.75,12689,UK
540471,PROD_016,SET OF 4 KNICK KNACK TINS,7,2023-02-24 08:00:00,5.95,17418,Germany
540471,PROD_016,SET OF 4 KNICK KNACK TINS,4,2023-02-24 08:00:00,5.95,17418,UK
540471,PROD_017,SET OF 4 PANTRY JARS,5,2023-02-24 08:00:00,6.35,17418,UK
540471,PROD_014,WOODEN PICTURE FRAME WHITE,7,2023-02-24 08:00:00,4.5,17418,UK
540472,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,6,2023-03-02 09:00:00,1.69,18179,France
540472,PROD_018,HEART OF WICKER SMALL,8,2023-03-02 09:00:00,1.25,18179,UK
540472,PROD_001,SET OF 6 SPACEBOY CD,7,2023-03-02 09:00:00,3.95,18179,UK
540472,PROD_019,STRAWBERRY SHOPPING TROLLEY,2,2023-03-02 09:00:00,2.95,18179,Germany
540473,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,5,2023-05-06 16:00:00,1.69,13581,USA
540473,PROD_018,HEART OF WICKER SMALL,5,2023-05-06 16:00:00,1.25,13581,Germany
540473,PROD_019,STRAWBERRY SHOPPING TROLLEY,7,2023-05-06 16:00:00,2.95,13581,France
540473,PROD_011,ALARM CLOCK BAKELIKE GREEN,2,2023-05-06 16:00:00,3.75,13581,Australia
540474,PROD_015,SMALL POPCORN HOLDER,2,2023-06-28 13:00:00,1.25,18344,France
540475,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-07-27 10:00:00,2.95,17808,UK
540475,PROD_016,SET OF 4 KNICK KNACK TINS,9,2023-07-27 10:00:00,5.95,17808,UK
540476,PROD_008,ROSES REGENCY TEACUP AND SAUCER,9,2023-01-24 16:00:00,5.95,18224,France
540476,PROD_011,ALARM CLOCK BAKELIKE GREEN,4,2023-01-24 16:00:00,3.75,18224,Germany
540476,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,8,2023-01-24 16:00:00,2.1,18224,Germany
540477,PROD_009,SET OF 2 TEA TOWELS,8,2023-05-09 12:00:00,2.5,12954,UK
540477,PROD_007,SET OF 3 REGENCY TEA TOWELS,2,2023-05-09 12:00:00,3.25,12954,UK
540477,PROD_002,REGENCY CAKESTAND 3 TIER,1,2023-05-09 12:00:00,12.75,12954,UK
540477,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,4,2023-05-09 12:00:00,1.69,12954,UK
540478,PROD_010,ALARM CLOCK BAKELIKE RED,4,2023-11-06 13:00:00,3.75,13969,Australia
540478,PROD_011,ALARM CLOCK BAKELIKE GREEN,6,2023-11-06 13:00:00,3.75,13969,UK
540478,PROD_008,ROSES REGENCY TEACUP AND SAUCER,2,2023-11-06 13:00:00,5.95,13969,UK
540478,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,1,2023-11-06 13:00:00,0.55,13969,USA
540478,PROD_019,STRAWBERRY SHOPPING TROLLEY,6,2023-11-06 13:00:00,2.95,13969,UK
540479,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-02-04 13:00:00,2.95,16417,Germany
540479,PROD_002,REGENCY CAKESTAND 3 TIER,8,2023-02-04 13:00:00,12.75,16417,UK
540480,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,8,2023-03-05 08:00:00,2.1,14990,USA
540481,PROD_016,SET OF 4 KNICK KNACK TINS,3,2023-10-26 08:00:00,5.95,15785,UK
540481,PROD_011,ALARM CLOCK BAKELIKE GREEN,8,2023-10-26 08:00:00,3.75,15785,Germany
540481,PROD_015,SMALL POPCORN HOLDER,7,2023-10-26 08:00:00,1.25,15785,UK
540482,PROD_007,SET OF 3 REGENCY TEA TOWELS,4,2023-07-21 15:00:00,3.25,16541,Australia
540482,PROD_008,ROSES REGENCY TEACUP AND SAUCER,2,2023-07-21 15:00:00,5.95,16541,UK
540482,PROD_016,SET OF 4 KNICK KNACK TINS,7,2023-07-21 15:00:00,5.95,16541,Australia
540483,PROD_011,ALARM CLOCK BAKELIKE GREEN,5,2023-09-02 10:00:00,3.75,12416,UK
540484,PROD_011,ALARM CLOCK BAKELIKE GREEN,6,2023-03-19 09:00:00,3.75,17992,UK
540485,PROD_007,SET OF 3 REGENCY TEA TOWELS,2,2023-10-20 15:00:00,3.25,18290,UK
540485,PROD_003,JUMBO BAG RED RETROSPOT,8,2023-10-20 15:00:00,1.85,18290,UK
540485,PROD_003,JUMBO BAG RED RETROSPOT,1,2023-10-20 15:00:00,1.85,18290,UK
540485,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,4,2023-10-20 15:00:00,1.69,18290,UK
540486,PROD_018,HEART OF WICKER SMALL,4,2023-08-15 10:00:00,1.25,16573,UK
540487,PROD_004,LUNCH BAG VINTAGE DOILY,6,2023-11-25 11:00:00,1.65,14924,UK
540487,PROD_009,SET OF 2 TEA TOWELS,6,2023-11-25 11:00:00,2.5,14924,France
540487,PROD_008,ROSES REGENCY TEACUP AND SAUCER,2,2023-11-25 11:00:00,5.95,14924,UK
540487,PROD_012,PAPK OF 12 VINTAGE TICKETS,9,2023-11-25 11:00:00,0.85,14924,UK
540487,PROD_007,SET OF 3 REGENCY TEA TOWELS,7,2023-11-25 11:00:00,3.25,14924,USA
540488,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,7,2023-04-30 09:00:00,2.95,12990,USA
540488,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,1,2023-04-30 09:00:00,1.69,12990,UK
540489,PROD_018,HEART OF WICKER SMALL,7,2023-12-28 14:00:00,1.25,15761,UK
540490,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,6,2023-02-19 16:00:00,0.55,14098,UK
540490,PROD_002,REGENCY CAKESTAND 3 TIER,6,2023-02-19 16:00:00,12.75,14098,UK
540490,PROD_007,SET OF 3 REGENCY TEA TOWELS,1,2023-02-19 16:00:00,3.25,14098,France
540491,PROD_009,SET OF 2 TEA TOWELS,9,2023-12-02 17:00:00,2.5,13390,UK
540491,PROD_007,SET OF 3 REGENCY TEA TOWELS,5,2023-12-02 17:00:00,3.25,13390,UK
540491,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-12-02 17:00:00,12.75,13390,Australia
540492,PROD_019,STRAWBERRY SHOPPING TROLLEY,3,2023-11-19 13:00:00,2.95,16128,Germany
540493,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,6,2023-08-30 11:00:00,1.69,16457,UK
540493,PROD_018,HEART OF WICKER SMALL,5,2023-08-30 11:00:00,1.25,16457,Australia
540493,PROD_007,SET OF 3 REGENCY TEA TOWELS,7,2023-08-30 11:00:00,3.25,16457,UK
540493,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-08-30 11:00:00,2.95,16457,UK
540493,PROD_008,ROSES REGENCY TEACUP AND SAUCER,1,2023-08-30 11:00:00,5.95,16457,UK
540494,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,2,2023-09-22 15:00:00,1.69,16002,UK
540494,PROD_018,HEART OF WICKER SMALL,7,2023-09-22 15:00:00,1.25,16002,Germany
540495,PROD_014,WOODEN PICTURE FRAME WHITE,6,2023-09-24 12:00:00,4.5,17642,UK
540496,PROD_009,SET OF 2 TEA TOWELS,2,2023-12-16 15:00:00,2.5,15887,UK
540496,PROD_007,SET OF 3 REGENCY TEA TOWELS,5,2023-12-16 15:00:00,3.25,15887,UK
540497,PROD_008,ROSES REGENCY TEACUP AND SAUCER,4,2023-06-05 14:00:00,5.95,14895,UK
540498,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-12-19 09:00:00,2.95,16199,USA
540498,PROD_018,HEART OF WICKER SMALL,1,2023-12-19 09:00:00,1.25,16199,UK
540498,PROD_008,ROSES REGENCY TEACUP AND SAUCER,7,2023-12-19 09:00:00,5.95,16199,UK
540498,PROD_001,SET OF 6 SPACEBOY CD,3,2023-12-19 09:00:00,3.95,16199,UK
540499,PROD_017,SET OF 4 PANTRY JARS,4,2023-11-13 12:00:00,6.35,13433,Australia
540499,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,5,2023-11-13 12:00:00,0.55,13433,UK
540499,PROD_003,JUMBO BAG RED RETROSPOT,4,2023-11-13 12:00:00,1.85,13433,UK
540499,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,4,2023-11-13 12:00:00,2.1,13433,USA
540499,PROD_007,SET OF 3 REGENCY TEA TOWELS,2,2023-11-13 12:00:00,3.25,13433,UK
540500,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-05-29 16:00:00,2.95,13823,France
540500,PROD_002,REGENCY CAKESTAND 3 TIER,3,2023-05-29 16:00:00,12.75,13823,UK
540500,PROD_003,JUMBO BAG RED RETROSPOT,7,2023-05-29 16:00:00,1.85,13823,UK
540501,PROD_010,ALARM CLOCK BAKELIKE RED,2,2023-04-30 09:00:00,3.75,16864,Germany
540501,PROD_011,ALARM CLOCK BAKELIKE GREEN,6,2023-04-30 09:00:00,3.75,16864,UK
540502,PROD_010,ALARM CLOCK BAKELIKE RED,3,2023-12-01 08:00:00,3.75,12733,UK
540503,PROD_003,JUMBO BAG RED RETROSPOT,2,2023-12-22 14:00:00,1.85,15733,UK
540503,PROD_011,ALARM CLOCK BAKELIKE GREEN,2,2023-12-22 14:00:00,3.75,15733,UK
540504,PROD_009,SET OF 2 TEA TOWELS,1,2023-12-26 08:00:00,2.5,13920,UK
540505,PROD_012,PAPK OF 12 VINTAGE TICKETS,5,2023-07-28 17:00:00,0.85,15351,UK
540506,PROD_009,SET OF 2 TEA TOWELS,6,2023-07-14 10:00:00,2.5,18330,UK
540506,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,6,2023-07-14 10:00:00,1.69,18330,UK
540507,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,2,2023-07-08 17:00:00,1.69,17230,UK
540508,PROD_012,PAPK OF 12 VINTAGE TICKETS,2,2023-09-02 10:00:00,0.85,16301,UK
540509,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,1,2023-04-07 14:00:00,0.55,16299,Germany
540510,PROD_016,SET OF 4 KNICK KNACK TINS,6,2023-07-03 17:00:00,5.95,13061,France
540511,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-03-08 11:00:00,2.95,12454,UK
540511,PROD_002,REGENCY CAKESTAND 3 TIER,6,2023-03-08 11:00:00,12.75,12454,Australia
540511,PROD_001,SET OF 6 SPACEBOY CD,7,2023-03-08 11:00:00,3.95,12454,Australia
540511,PROD_015,SMALL POPCORN HOLDER,1,2023-03-08 11:00:00,1.25,12454,UK
540512,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,7,2023-07-19 12:00:00,1.69,12468,UK
540512,PROD_018,HEART OF WICKER SMALL,1,2023-07-19 12:00:00,1.25,12468,France
540512,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-07-19 12:00:00,3.75,12468,Australia
540512,PROD_007,SET OF 3 REGENCY TEA TOWELS,3,2023-07-19 12:00:00,3.25,12468,Australia
540513,PROD_010,ALARM CLOCK BAKELIKE RED,8,2023-02-12 16:00:00,3.75,14129,UK
540514,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,5,2023-10-28 09:00:00,1.69,15259,UK
540514,PROD_018,HEART OF WICKER SMALL,2,2023-10-28 09:00:00,1.25,15259,Germany
540515,PROD_019,STRAWBERRY SHOPPING TROLLEY,8,2023-11-18 14:00:00,2.95,17653,Australia
540516,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,7,2023-09-12 16:00:00,2.1,12460,UK
540516,PROD_017,SET OF 4 PANTRY JARS,3,2023-09-12 16:00:00,6.35,12460,Germany
540517,PROD_019,STRAWBERRY SHOPPING TROLLEY,4,2023-08-12 17:00:00,2.95,12395,Germany
540517,PROD_001,SET OF 6 SPACEBOY CD,6,2023-08-12 17:00:00,3.95,12395,France
540517,PROD_008,ROSES REGENCY TEACUP AND SAUCER,2,2023-08-12 17:00:00,5.95,12395,UK
540517,PROD_009,SET OF 2 TEA TOWELS,6,2023-08-12 17:00:00,2.5,12395,UK
540517,PROD_007,SET OF 3 REGENCY TEA TOWELS,1,2023-08-12 17:00:00,3.25,12395,UK
540518,PROD_011,ALARM CLOCK BAKELIKE GREEN,4,2023-11-29 14:00:00,3.75,13827,UK
540519,PROD_019,STRAWBERRY SHOPPING TROLLEY,2,2023-02-14 16:00:00,2.95,18650,UK
540519,PROD_004,LUNCH BAG VINTAGE DOILY,1,2023-02-14 16:00:00,1.65,18650,France
540519,PROD_009,SET OF 2 TEA TOWELS,3,2023-02-14 16:00:00,2.5,18650,France
540519,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,4,2023-02-14 16:00:00,0.55,18650,UK
540519,PROD_014,WOODEN PICTURE FRAME WHITE,5,2023-02-14 16:00:00,4.5,18650,UK
540520,PROD_001,SET OF 6 SPACEBOY CD,9,2023-04-09 15:00:00,3.95,16103,UK
540520,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-04-09 15:00:00,2.95,16103,UK
540520,PROD_003,JUMBO BAG RED RETROSPOT,5,2023-04-09 15:00:00,1.85,16103,UK
540520,PROD_016,SET OF 4 KNICK KNACK TINS,7,2023-04-09 15:00:00,5.95,16103,USA
540520,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,4,2023-04-09 15:00:00,0.55,16103,France
540521,PROD_008,ROSES REGENCY TEACUP AND SAUCER,5,2023-05-28 11:00:00,5.95,16800,UK
540522,PROD_010,ALARM CLOCK BAKELIKE RED,9,2023-06-14 15:00:00,3.75,13994,Germany
540522,PROD_011,ALARM CLOCK BAKELIKE GREEN,2,2023-06-14 15:00:00,3.75,13994,UK
540522,PROD_017,SET OF 4 PANTRY JARS,6,2023-06-14 15:00:00,6.35,13994,France
540522,PROD_001,SET OF 6 SPACEBOY CD,8,2023-06-14 15:00:00,3.95,13994,UK
540523,PROD_001,SET OF 6 SPACEBOY CD,3,2023-12-09 17:00:00,3.95,15798,UK
540523,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,8,2023-12-09 17:00:00,0.55,15798,UK
540523,PROD_016,SET OF 4 KNICK KNACK TINS,7,2023-12-09 17:00:00,5.95,15798,UK
540524,PROD_012,PAPK OF 12 VINTAGE TICKETS,9,2023-08-24 10:00:00,0.85,18712,Australia
540525,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,7,2023-04-26 10:00:00,0.55,17396,UK
540526,PROD_010,ALARM CLOCK BAKELIKE RED,6,2023-09-21 09:00:00,3.75,13498,Germany
